Vegetable,Season,Month,Temperature,Disaster Events,Vegetable Condition,Price per kg
Cucumber,Monsoon,5,39.81067578,No,fresh,30
Ginger,Spring,5,13.75802782,No,wilted,60
Cabbage,Winter,8,28.39819808,Yes,scrap,39
Pointed grourd,Summer,7,15.98375998,Yes,wilted,45.5
Cabbage,Spring,8,17.87528923,No,average,30
Cucumber,Spring,11,32.36753015,Yes,wilted,39
Brinjal,Spring,12,39.33003153,Yes,scrap,52
Pointed grourd,Autumn,10,27.84566504,No,scrap,35
Brinjal,Summer,2,35.51753409,Yes,scrap,52
Cucumber,Spring,9,10.26651411,Yes,fresh,39
Tomato,Summer,3,11.0989492,No,wilted,30
Cabbage,Spring,6,27.90173012,No,fresh,30
Brinjal,Winter,6,21.66949305,Yes,scrap,52
Ginger,Winter,2,36.69273445,Yes,scrap,78
Pointed grourd,Winter,12,19.05945739,Yes,average,45.5
Cauliflower,Monsoon,7,22.96153083,No,average,20
Chilly,Spring,9,25.83727593,Yes,scrap,45.5
Potato,Monsoon,12,18.19116499,Yes,fresh,36.4
Radish,Summer,10,37.25484602,Yes,fresh,45.5
Radish,Monsoon,11,23.93600754,Yes,scrap,49.4
Onion,Summer,1,22.72466827,Yes,wilted,32.5
Radish,Summer,8,35.49259147,Yes,fresh,49.4
Pointed grourd,Summer,2,19.35935205,No,scrap,35
Tomato,Monsoon,1,34.52396034,No,average,30
Radish,Spring,8,13.66818558,No,scrap,38
Pointed grourd,Monsoon,2,15.483656,Yes,fresh,45.5
Ginger,Spring,6,38.52524999,Yes,scrap,78
Cabbage,Spring,6,35.27342472,No,wilted,30
Radish,Summer,5,21.63696704,No,wilted,38
Potato,Monsoon,8,29.15369346,No,fresh,28
Ginger,Spring,3,38.28910568,No,scrap,60
Chilly,Winter,10,16.35576709,No,wilted,35
Ginger,Spring,4,11.77031411,Yes,wilted,78
Pointed grourd,Winter,7,26.12404194,Yes,average,45.5
Bitter gourd,Monsoon,7,14.27790636,Yes,fresh,32.5
Cucumber,Monsoon,12,15.61957278,Yes,average,39
Ginger,Monsoon,8,36.74617569,Yes,average,78
Garlic,Spring,2,10.22210376,No,wilted,80
Bitter gourd,Autumn,11,34.50460079,No,scrap,25
Radish,Spring,12,25.50852329,Yes,average,49.4
Pointed grourd,Spring,2,26.77883163,No,fresh,35
Cucumber,Summer,4,30.15303881,Yes,fresh,39
Brinjal,Summer,10,22.94334977,Yes,scrap,52
Pumpkin,Spring,9,13.46835665,No,fresh,40
Cauliflower,Winter,10,13.08460671,Yes,average,26
Bitter gourd,Summer,12,32.63086598,Yes,scrap,32.5
Potato,Spring,9,16.6310543,Yes,fresh,36.4
Brinjal,Autumn,4,10.84305051,No,fresh,40
Okra,Winter,9,39.38841667,No,average,20
Brinjal,Monsoon,3,39.41174558,Yes,average,52
Okra,Spring,12,21.34424012,Yes,average,26
Bitter gourd,Spring,5,10.76571534,No,average,25
Peas,Winter,10,31.81793976,No,scrap,85
Cabbage,Summer,9,34.93036181,No,scrap,30
Cauliflower,Summer,6,13.7504107,No,scrap,20
Cucumber,Summer,3,14.06375845,Yes,wilted,39
Cabbage,Monsoon,10,34.66671999,Yes,average,39
Peas,Winter,9,37.65722166,Yes,average,110.5
Radish,Winter,6,33.7226451,No,scrap,35
Chilly,Summer,4,16.02234848,No,fresh,35
Onion,Summer,4,22.34563658,Yes,fresh,32.5
Pointed grourd,Autumn,8,28.02527278,No,average,35
Radish,Autumn,7,14.80880421,Yes,average,45.5
Tomato,Spring,1,16.31807478,No,scrap,30
Onion,Spring,6,18.48658216,Yes,average,32.5
Cucumber,Winter,8,25.28539811,Yes,fresh,39
Potato,Winter,3,25.32414662,Yes,fresh,36.4
Cabbage,Monsoon,9,34.42883558,Yes,average,39
Onion,Monsoon,10,32.59030602,No,scrap,25
Pumpkin,Autumn,2,37.41207025,Yes,scrap,52
Cucumber,Spring,6,34.98705168,Yes,fresh,39
Cabbage,Autumn,12,17.61632645,Yes,scrap,39
Radish,Autumn,1,19.93890308,Yes,fresh,49.4
Garlic,Spring,12,25.01269731,No,average,80
Pumpkin,Monsoon,11,10.42813404,Yes,fresh,52
Okra,Spring,2,37.11706019,Yes,average,26
Radish,Summer,5,11.33032638,No,scrap,35
Cabbage,Summer,1,19.67323812,Yes,wilted,39
Brinjal,Summer,8,27.07524374,Yes,wilted,52
Brinjal,Winter,1,25.53524166,Yes,wilted,52
Cabbage,Monsoon,9,29.63379678,Yes,fresh,39
Pumpkin,Monsoon,10,25.82560526,No,wilted,40
Onion,Winter,11,16.87004277,No,fresh,25
Brinjal,Autumn,3,16.03234563,No,scrap,40
Bitter gourd,Summer,12,37.21741207,No,average,25
Cauliflower,Summer,2,17.9190021,No,wilted,20
Pumpkin,Autumn,1,18.42931702,No,fresh,40
Bitter gourd,Spring,9,22.38858688,Yes,scrap,32.5
Pumpkin,Spring,4,14.18314981,Yes,scrap,52
Radish,Monsoon,12,25.21818533,Yes,wilted,49.4
Pumpkin,Winter,1,29.95095285,Yes,scrap,52
Cabbage,Monsoon,1,33.58001476,No,scrap,30
Cabbage,Spring,7,31.34362726,Yes,scrap,39
Okra,Autumn,2,14.42907892,Yes,fresh,26
Cucumber,Monsoon,7,23.68201435,No,scrap,30
Potato,Summer,12,11.15758602,Yes,scrap,36.4
Brinjal,Summer,7,10.5339399,Yes,scrap,52
Ginger,Autumn,10,23.20391255,No,scrap,60
Brinjal,Spring,9,17.58881483,Yes,scrap,52
Cauliflower,Summer,7,30.50082385,Yes,fresh,26
Radish,Summer,1,31.7272236,No,scrap,35
Cauliflower,Winter,12,36.86211174,Yes,scrap,26
Potato,Monsoon,8,32.82047541,Yes,average,36.4
Pointed grourd,Spring,8,11.44732369,Yes,scrap,45.5
Potato,Monsoon,4,21.14869031,Yes,scrap,36.4
Pumpkin,Spring,8,18.19070055,Yes,fresh,52
Cucumber,Summer,4,21.58397349,No,scrap,30
Peas,Winter,8,14.80226977,Yes,fresh,110.5
Brinjal,Monsoon,5,12.93112311,Yes,wilted,52
Chilly,Summer,4,25.62953628,Yes,scrap,45.5
Brinjal,Spring,6,31.61143933,No,average,40
Onion,Monsoon,2,31.05732706,No,fresh,25
Brinjal,Monsoon,12,23.52832967,No,wilted,40
Peas,Summer,2,25.66836959,Yes,average,110.5
Radish,Monsoon,2,25.48986168,Yes,fresh,45.5
Okra,Winter,9,30.74711133,Yes,wilted,26
Okra,Winter,10,11.43775528,Yes,average,26
Cabbage,Summer,3,31.29688327,Yes,scrap,39
Okra,Spring,10,27.46602702,No,average,20
Pumpkin,Summer,4,15.94326144,Yes,average,52
Garlic,Winter,10,11.47176561,Yes,average,104
Radish,Autumn,12,13.25583372,No,fresh,38
Radish,Autumn,8,25.74074024,No,scrap,38
Bitter gourd,Monsoon,4,32.7522559,No,scrap,25
Cauliflower,Monsoon,11,20.03971861,No,fresh,20
Cauliflower,Autumn,10,21.37371732,No,average,20
Garlic,Winter,10,38.02439245,Yes,scrap,104
Ginger,Monsoon,7,16.39039252,Yes,average,78
Tomato,Summer,5,13.11248274,Yes,scrap,39
Chilly,Summer,9,20.30230341,Yes,fresh,45.5
Garlic,Winter,4,32.37766358,Yes,wilted,104
Cauliflower,Monsoon,3,28.78231873,No,average,20
Cucumber,Summer,2,22.47386318,Yes,scrap,39
Garlic,Monsoon,1,38.94257598,Yes,scrap,104
Chilly,Monsoon,11,32.04989315,No,scrap,35
Cabbage,Summer,6,11.85584273,No,fresh,30
Garlic,Autumn,10,32.33894332,Yes,fresh,104
Pumpkin,Summer,2,10.72115668,Yes,wilted,52
Garlic,Winter,8,29.50969969,No,fresh,80
Chilly,Spring,6,16.31448509,Yes,average,45.5
Chilly,Summer,12,30.89326627,No,fresh,35
Brinjal,Monsoon,12,19.293387,Yes,scrap,52
Cucumber,Monsoon,5,36.19018924,No,average,30
Radish,Summer,2,20.1074151,No,fresh,35
Onion,Spring,7,28.59087566,No,average,25
Garlic,Summer,2,18.57782679,Yes,average,104
Chilly,Spring,5,37.51664635,No,fresh,35
Bitter gourd,Spring,2,33.42987943,No,average,25
Potato,Winter,11,17.29908629,Yes,scrap,36.4
Potato,Monsoon,10,38.46390138,Yes,scrap,36.4
Chilly,Monsoon,11,20.71472769,Yes,fresh,45.5
Potato,Spring,11,29.55594843,No,fresh,28
Cauliflower,Monsoon,2,32.28559693,No,scrap,20
Tomato,Autumn,7,10.68706484,No,fresh,30
Cabbage,Spring,9,38.76902038,Yes,scrap,39
Tomato,Monsoon,5,20.33323918,Yes,average,39
Peas,Autumn,7,15.6933668,No,fresh,85
Cauliflower,Winter,4,35.52123375,Yes,wilted,26
Brinjal,Monsoon,2,31.08697848,Yes,scrap,52
Radish,Autumn,3,12.60229818,No,scrap,38
Ginger,Summer,2,13.51133744,No,average,60
Cabbage,Summer,5,31.45575612,Yes,wilted,39
Okra,Autumn,6,12.24349768,No,wilted,20
Cucumber,Spring,7,37.51526305,Yes,wilted,39
Onion,Spring,3,32.24620411,Yes,scrap,32.5
Onion,Monsoon,4,20.06476618,No,scrap,25
Potato,Summer,8,20.88816338,No,wilted,28
Tomato,Spring,4,25.19488289,Yes,fresh,39
Okra,Spring,7,20.82908241,Yes,wilted,26
Tomato,Summer,12,33.50405654,No,average,30
Okra,Winter,6,39.24210832,Yes,wilted,26
Okra,Spring,7,27.53564546,Yes,wilted,26
Bitter gourd,Autumn,1,23.38111983,Yes,wilted,32.5
Brinjal,Monsoon,3,16.68322421,Yes,fresh,52
Radish,Spring,6,29.60300258,Yes,wilted,49.4
Bitter gourd,Spring,3,30.56730585,No,wilted,25
Onion,Winter,7,30.55571821,Yes,scrap,32.5
Ginger,Autumn,9,10.80955108,Yes,wilted,78
Peas,Monsoon,3,36.97366302,No,average,85
Brinjal,Spring,1,20.1431969,No,scrap,40
Ginger,Monsoon,10,32.32497287,No,fresh,60
Ginger,Summer,6,32.79420721,Yes,scrap,78
Tomato,Spring,12,29.51664936,Yes,fresh,39
Radish,Spring,1,21.84599569,No,fresh,35
Tomato,Summer,1,28.2515265,No,average,30
Potato,Winter,8,11.20596074,No,wilted,28
Chilly,Spring,9,32.85687377,No,average,35
Pointed grourd,Monsoon,2,12.98765945,No,scrap,35
Bitter gourd,Autumn,9,21.90252777,Yes,fresh,32.5
Chilly,Monsoon,5,13.10856363,No,scrap,35
Ginger,Winter,8,35.11223337,Yes,fresh,78
Potato,Autumn,7,26.5090718,Yes,scrap,36.4
Ginger,Monsoon,7,30.72865361,No,fresh,60
Peas,Monsoon,4,30.4774651,No,average,85
Bitter gourd,Summer,2,35.24818695,No,fresh,25
Potato,Winter,5,13.9770821,No,wilted,28
Cabbage,Summer,11,29.79184421,No,average,30
Tomato,Autumn,11,27.25402163,Yes,wilted,39
Chilly,Summer,3,10.92691368,No,scrap,35
Ginger,Winter,9,16.04268726,No,scrap,60
Pumpkin,Spring,6,18.02714624,Yes,fresh,52
Cauliflower,Spring,1,12.17669126,No,fresh,20
Peas,Autumn,3,20.64159418,No,scrap,85
Radish,Spring,12,10.81607526,No,average,35
Garlic,Summer,4,26.59550477,Yes,wilted,104
Peas,Autumn,9,16.34502882,No,scrap,85
Chilly,Winter,11,18.61009317,No,average,35
Chilly,Autumn,6,37.31414879,No,wilted,35
Ginger,Autumn,4,25.08450547,No,fresh,60
Onion,Monsoon,1,18.07041794,Yes,average,32.5
Cucumber,Monsoon,8,27.95385275,No,average,30
Radish,Autumn,11,16.05014305,Yes,scrap,45.5
Radish,Spring,2,12.23187057,No,wilted,38
Tomato,Monsoon,11,10.62719063,No,scrap,30
Ginger,Winter,11,38.54587136,No,fresh,60
Ginger,Summer,8,31.73832472,Yes,fresh,78
Okra,Monsoon,6,33.99844445,No,wilted,20
Brinjal,Autumn,8,39.42753185,No,wilted,40
Radish,Spring,6,37.9488611,Yes,wilted,45.5
Cabbage,Summer,5,32.10739596,No,scrap,30
Tomato,Monsoon,5,30.81961209,No,wilted,30
Cauliflower,Spring,10,20.10549991,No,wilted,20
Cauliflower,Spring,10,13.12051755,No,scrap,20
Pumpkin,Spring,11,27.21167645,Yes,fresh,52
Okra,Autumn,8,27.28759885,Yes,fresh,26
Okra,Winter,7,38.56711856,Yes,average,26
Onion,Spring,8,23.2771242,No,fresh,25
Cauliflower,Summer,12,30.72422873,No,wilted,20
Pointed grourd,Monsoon,8,27.24911882,No,fresh,35
Ginger,Summer,7,15.30280687,No,scrap,60
Brinjal,Autumn,2,27.76192923,Yes,fresh,52
Potato,Autumn,11,26.20350128,No,fresh,28
Radish,Summer,9,24.81717982,Yes,average,49.4
Brinjal,Winter,7,25.40268801,No,average,40
Peas,Autumn,12,14.91963916,No,wilted,85
Onion,Autumn,11,23.90433194,Yes,scrap,32.5
Radish,Summer,6,28.16959815,No,wilted,35
Tomato,Autumn,9,24.68347596,Yes,scrap,39
Ginger,Winter,1,24.66058585,Yes,scrap,78
Okra,Winter,11,12.32553129,No,average,20
Ginger,Winter,2,15.72322456,Yes,fresh,78
Pumpkin,Monsoon,1,19.62918078,Yes,fresh,52
Pointed grourd,Winter,10,22.58040982,No,average,35
Pumpkin,Winter,12,27.81812332,Yes,wilted,52
Tomato,Monsoon,3,35.90035314,Yes,fresh,39
Cabbage,Spring,11,14.77494214,No,wilted,30
Garlic,Autumn,5,10.45264091,Yes,fresh,104
Tomato,Winter,1,23.47711392,No,wilted,30
Pointed grourd,Autumn,4,22.96308692,Yes,scrap,45.5
Okra,Summer,8,26.55703655,No,scrap,20
Radish,Autumn,6,34.99665314,No,fresh,35
Potato,Monsoon,1,34.07081653,No,wilted,28
Ginger,Autumn,12,13.00129853,No,wilted,60
Pumpkin,Autumn,1,38.019861,No,scrap,40
Ginger,Autumn,3,13.31243184,Yes,wilted,78
Pumpkin,Spring,10,29.03711526,No,average,40
Garlic,Spring,8,30.17218881,No,wilted,80
Pointed grourd,Summer,11,30.39632462,Yes,scrap,45.5
Peas,Monsoon,11,17.96053515,No,average,85
Peas,Autumn,8,19.91035275,Yes,average,110.5
Potato,Autumn,3,26.46030625,Yes,wilted,36.4
Brinjal,Autumn,7,15.98762487,No,scrap,40
Radish,Autumn,12,10.60931404,Yes,scrap,45.5
Radish,Spring,3,26.86433364,Yes,scrap,45.5
Pointed grourd,Summer,4,23.95835716,Yes,average,45.5
Potato,Winter,9,29.70193619,No,scrap,28
Peas,Monsoon,4,14.40101728,Yes,average,110.5
Chilly,Autumn,3,35.22774684,No,average,35
Bitter gourd,Summer,5,14.38664465,No,fresh,25
Cabbage,Winter,7,36.74030815,Yes,wilted,39
Garlic,Summer,5,23.48563518,No,scrap,80
Pointed grourd,Spring,4,26.49415778,Yes,average,45.5
Radish,Winter,8,36.89744008,Yes,wilted,45.5
Chilly,Summer,4,18.99739145,No,average,35
Radish,Spring,2,15.45480989,No,wilted,35
Ginger,Summer,10,23.37254862,No,average,60
Onion,Summer,6,17.33101686,Yes,scrap,32.5
Radish,Winter,2,25.83531735,Yes,fresh,49.4
Ginger,Spring,3,18.25773593,Yes,fresh,78
Bitter gourd,Autumn,1,35.93468607,No,fresh,25
Pointed grourd,Monsoon,5,28.21973777,Yes,average,45.5
Chilly,Winter,9,10.00722009,Yes,wilted,45.5
Cabbage,Spring,2,34.16421204,Yes,scrap,39
Bitter gourd,Summer,12,19.9063701,Yes,scrap,32.5
Cauliflower,Spring,7,19.60623952,No,average,20
Ginger,Monsoon,5,21.49188436,Yes,fresh,78
Cabbage,Monsoon,2,28.90787584,No,average,30
Onion,Autumn,8,23.26182131,Yes,wilted,32.5
Brinjal,Autumn,11,28.8590664,Yes,fresh,52
Peas,Monsoon,6,14.40342165,Yes,average,110.5
Onion,Winter,4,39.10493394,No,wilted,25
Pumpkin,Winter,4,31.88818861,No,fresh,40
Garlic,Summer,2,17.50621322,No,scrap,80
Brinjal,Autumn,3,31.72509724,Yes,wilted,52
Okra,Summer,7,27.25076369,Yes,scrap,26
Radish,Autumn,3,13.27566989,No,wilted,38
Potato,Monsoon,5,15.3458928,Yes,fresh,36.4
Okra,Winter,10,11.23924426,Yes,average,26
Cauliflower,Winter,6,34.27714215,No,average,20
Onion,Monsoon,6,26.55114258,Yes,average,32.5
Pointed grourd,Summer,4,19.50245946,Yes,average,45.5
Tomato,Summer,6,13.79034706,Yes,wilted,39
Pumpkin,Spring,3,24.52137628,No,average,40
Pumpkin,Autumn,7,25.7578404,Yes,average,52
Brinjal,Summer,7,31.05845503,No,wilted,40
Peas,Monsoon,4,39.09811631,Yes,wilted,110.5
Radish,Summer,2,23.04836591,No,fresh,38
Cucumber,Winter,11,22.1810262,No,wilted,30
Chilly,Autumn,7,21.09790014,No,scrap,35
Cauliflower,Spring,3,34.80771727,No,fresh,20
Radish,Autumn,1,14.68951664,Yes,fresh,45.5
Cauliflower,Winter,2,20.31438711,No,average,20
Onion,Winter,10,31.74912415,Yes,average,32.5
Cabbage,Winter,9,10.47084806,Yes,scrap,39
Chilly,Winter,12,18.68142171,No,average,35
Cucumber,Monsoon,8,29.24341488,Yes,wilted,39
Ginger,Spring,6,15.57856294,Yes,wilted,78
Garlic,Winter,6,19.08131707,Yes,average,104
Onion,Winter,1,24.58135223,Yes,average,32.5
Cucumber,Summer,2,22.66070698,No,wilted,30
Pumpkin,Spring,4,13.1808157,Yes,fresh,52
Cauliflower,Autumn,3,38.14705967,Yes,scrap,26
Potato,Spring,1,11.32878162,Yes,scrap,36.4
Tomato,Spring,8,32.49228269,Yes,fresh,39
Garlic,Spring,7,12.14268313,Yes,scrap,104
Cauliflower,Winter,4,24.01887409,No,average,20
Pumpkin,Winter,12,15.26233875,Yes,average,52
Cabbage,Monsoon,12,14.23293389,No,average,30
Chilly,Autumn,9,13.7769393,Yes,scrap,45.5
Radish,Summer,11,23.5835991,No,fresh,38
Cauliflower,Spring,4,25.46454728,Yes,average,26
Brinjal,Autumn,1,14.00153481,Yes,fresh,52
Tomato,Autumn,10,39.38187191,No,wilted,30
Pumpkin,Monsoon,1,17.73297661,No,wilted,40
Potato,Summer,1,23.76524019,No,wilted,28
Pointed grourd,Spring,1,16.48808673,Yes,scrap,45.5
Cucumber,Summer,4,24.81767936,No,scrap,30
Cauliflower,Monsoon,1,32.68049747,No,average,20
Radish,Winter,2,25.63306043,No,wilted,38
Potato,Autumn,4,18.56946612,Yes,fresh,36.4
Cauliflower,Spring,7,17.45189826,Yes,scrap,26
Tomato,Winter,2,32.76803219,Yes,fresh,39
Bitter gourd,Monsoon,8,13.54714527,No,fresh,25
Tomato,Summer,7,21.09899483,Yes,average,39
Radish,Autumn,9,14.5444815,Yes,average,45.5
Peas,Spring,6,17.73927488,Yes,fresh,110.5
Potato,Winter,4,14.58049697,Yes,fresh,36.4
Bitter gourd,Winter,6,36.60317526,No,fresh,25
Tomato,Autumn,4,31.95712597,Yes,fresh,39
Cucumber,Summer,7,26.82781738,No,wilted,30
Cauliflower,Monsoon,9,16.73275667,No,fresh,20
Radish,Summer,3,25.30680482,No,scrap,38
Radish,Summer,3,25.62499619,No,average,35
Radish,Summer,2,27.71211177,No,scrap,35
Cucumber,Autumn,1,11.80255472,No,average,30
Radish,Autumn,1,39.18705914,Yes,average,45.5
Pumpkin,Monsoon,3,23.96316912,No,average,40
Peas,Summer,7,37.79595322,Yes,scrap,110.5
Garlic,Autumn,11,10.29424344,No,average,80
Okra,Monsoon,9,17.42675187,Yes,fresh,26
Radish,Monsoon,2,13.11986711,No,fresh,38
Chilly,Summer,7,33.08848532,Yes,wilted,45.5
Onion,Spring,1,19.60375149,Yes,wilted,32.5
Cabbage,Summer,2,35.21477525,No,wilted,30
Potato,Spring,6,34.97156097,No,fresh,28
Peas,Monsoon,11,30.03384378,No,scrap,85
Tomato,Autumn,5,29.97345411,No,wilted,30
Potato,Winter,8,31.00479076,Yes,fresh,36.4
Cucumber,Monsoon,12,30.21291504,Yes,average,39
Tomato,Autumn,11,21.60725073,No,scrap,30
Potato,Monsoon,2,30.48482934,No,scrap,28
Onion,Summer,1,36.92220908,Yes,fresh,32.5
Cabbage,Spring,7,19.97720476,No,fresh,30
Pumpkin,Monsoon,6,38.34667079,Yes,average,52
Chilly,Autumn,8,10.40744764,No,average,35
Chilly,Summer,11,20.47247615,No,average,35
Tomato,Winter,8,13.96295205,Yes,scrap,39
Onion,Summer,2,13.79859487,Yes,scrap,32.5
Chilly,Spring,8,34.46288482,No,wilted,35
Cauliflower,Summer,6,37.55104944,Yes,wilted,26
Cucumber,Winter,9,33.33274763,No,wilted,30
Cauliflower,Autumn,12,39.29847157,Yes,scrap,26
Garlic,Monsoon,7,16.4898691,No,average,80
Garlic,Spring,2,14.22399737,No,wilted,80
Cabbage,Winter,8,25.62111346,No,average,30
Bitter gourd,Spring,9,34.87112844,Yes,average,32.5
Cauliflower,Summer,7,11.19517273,Yes,average,26
Cucumber,Spring,4,39.86696983,Yes,wilted,39
Okra,Winter,9,28.06737788,Yes,wilted,26
Pumpkin,Monsoon,4,39.36825437,No,average,40
Pointed grourd,Monsoon,12,20.952449,Yes,wilted,45.5
Cauliflower,Spring,4,23.74071462,Yes,fresh,26
Pointed grourd,Autumn,9,32.57084327,Yes,wilted,45.5
Onion,Spring,8,33.78101352,No,average,25
Garlic,Summer,4,16.9909916,Yes,average,104
Cabbage,Monsoon,8,37.89403259,Yes,scrap,39
Pumpkin,Monsoon,8,36.02269366,No,scrap,40
Onion,Monsoon,7,10.54615909,No,average,25
Radish,Autumn,10,13.85704318,No,fresh,38
Radish,Autumn,6,24.88291319,No,scrap,38
Onion,Winter,8,23.82866542,No,average,25
Potato,Spring,7,31.25172565,No,scrap,28
Cucumber,Spring,5,12.69134128,No,scrap,30
Pointed grourd,Summer,12,29.3456592,Yes,average,45.5
Okra,Monsoon,4,28.49109793,No,wilted,20
Potato,Autumn,12,17.00858795,No,fresh,28
Cauliflower,Summer,2,26.27181893,No,wilted,20
Peas,Summer,11,16.66621621,No,average,85
Peas,Autumn,8,14.40769081,No,average,85
Cauliflower,Spring,9,27.19404804,Yes,fresh,26
Bitter gourd,Monsoon,4,39.32422835,Yes,average,32.5
Garlic,Spring,4,17.10800048,Yes,scrap,104
Cucumber,Summer,5,20.66008448,Yes,fresh,39
Radish,Monsoon,2,17.69719678,Yes,wilted,45.5
Peas,Winter,7,17.99379465,Yes,fresh,110.5
Radish,Summer,5,22.12576403,Yes,wilted,45.5
Radish,Spring,6,31.05566532,No,average,38
Garlic,Spring,4,11.16413572,No,wilted,80
Onion,Spring,8,38.71372587,No,wilted,25
Pointed grourd,Autumn,8,11.38839638,No,wilted,35
Pumpkin,Summer,12,36.43759546,No,fresh,40
Chilly,Monsoon,5,36.83134296,No,scrap,35
Chilly,Spring,12,25.73467563,Yes,wilted,45.5
Cabbage,Spring,6,14.10990486,No,fresh,30
Chilly,Autumn,3,26.95437912,No,fresh,35
Tomato,Monsoon,1,28.8589648,No,scrap,30
Pointed grourd,Summer,9,35.73276873,Yes,fresh,45.5
Okra,Winter,9,26.52686127,Yes,average,26
Bitter gourd,Autumn,3,22.32128188,Yes,average,32.5
Cauliflower,Summer,4,35.14873582,No,average,20
Onion,Winter,7,39.42855392,No,scrap,25
Garlic,Spring,2,29.35309615,No,fresh,80
Bitter gourd,Spring,12,36.23161112,Yes,average,32.5
Tomato,Monsoon,3,27.96205338,Yes,wilted,39
Brinjal,Winter,6,30.69363974,No,fresh,40
Peas,Spring,11,30.64501353,Yes,average,110.5
Okra,Spring,8,31.14360961,No,fresh,20
Garlic,Monsoon,1,19.63040332,Yes,average,104
Tomato,Summer,4,27.26984189,Yes,wilted,39
Tomato,Spring,1,27.82406752,Yes,fresh,39
Brinjal,Autumn,2,19.4521488,No,average,40
Cucumber,Autumn,8,20.49557103,Yes,average,39
Pumpkin,Summer,6,32.86740295,No,wilted,40
Cucumber,Winter,9,27.48171522,No,wilted,30
Brinjal,Monsoon,2,14.47633444,No,average,40
Bitter gourd,Autumn,3,35.12910966,Yes,average,32.5
Onion,Autumn,9,36.49342861,Yes,scrap,32.5
Chilly,Summer,9,23.98423444,Yes,scrap,45.5
Brinjal,Winter,6,16.26722296,No,fresh,40
Radish,Winter,3,38.42819486,Yes,fresh,49.4
Brinjal,Summer,5,36.46808694,Yes,scrap,52
Onion,Autumn,2,17.33145239,No,average,25
Brinjal,Monsoon,7,12.86781209,No,wilted,40
Radish,Autumn,10,23.21960823,No,fresh,38
Radish,Winter,11,30.29190959,Yes,average,49.4
Garlic,Autumn,8,15.26165756,Yes,wilted,104
Pointed grourd,Monsoon,6,25.39637975,No,wilted,35
Radish,Spring,8,22.76246483,Yes,average,45.5
Ginger,Autumn,2,36.71653446,No,average,60
Cucumber,Summer,3,22.88699898,Yes,fresh,39
Onion,Spring,7,26.01329181,No,scrap,25
Cabbage,Summer,10,38.65858588,Yes,average,39
Tomato,Summer,12,18.99075298,No,scrap,30
Garlic,Summer,1,18.66972796,No,fresh,80
Cauliflower,Autumn,7,33.9878524,No,scrap,20
Pumpkin,Winter,6,18.32616958,Yes,scrap,52
Radish,Spring,8,34.9559761,Yes,wilted,45.5
Ginger,Monsoon,7,12.86606828,Yes,fresh,78
Radish,Winter,4,13.33783742,No,average,35
Pumpkin,Autumn,3,37.03970122,No,scrap,40
Okra,Summer,3,26.22436847,No,fresh,20
Ginger,Monsoon,4,31.564428,No,wilted,60
Tomato,Spring,9,16.75866676,No,wilted,30
Brinjal,Winter,9,14.98823105,No,scrap,40
Cabbage,Winter,2,35.04862787,No,scrap,30
Ginger,Monsoon,5,20.75870221,No,average,60
Pointed grourd,Autumn,1,23.65097857,No,fresh,35
Bitter gourd,Spring,4,10.83915692,Yes,average,32.5
Onion,Monsoon,2,21.57642203,No,average,25
Cabbage,Summer,8,33.11313424,Yes,wilted,39
Cucumber,Spring,4,34.63825532,No,fresh,30
Garlic,Winter,5,30.96264367,Yes,average,104
Peas,Monsoon,11,30.76539201,No,wilted,85
Chilly,Winter,4,25.187178,Yes,scrap,45.5
Peas,Winter,5,26.14987988,No,average,85
Pointed grourd,Winter,5,32.2789524,No,scrap,35
Onion,Autumn,5,17.41905396,No,fresh,25
Ginger,Winter,11,16.94551205,Yes,average,78
Okra,Summer,3,38.49774472,No,scrap,20
Cauliflower,Summer,7,10.8306966,Yes,scrap,26
Chilly,Spring,3,14.18396391,Yes,fresh,45.5
Ginger,Winter,2,27.10997279,Yes,wilted,78
Okra,Winter,3,32.13504516,Yes,wilted,26
Radish,Monsoon,11,26.13673249,Yes,average,45.5
Radish,Autumn,3,20.65191988,No,scrap,35
Radish,Spring,8,39.33928358,Yes,wilted,49.4
Pumpkin,Winter,4,31.11558055,Yes,average,52
Ginger,Monsoon,3,34.94172523,Yes,scrap,78
Onion,Autumn,10,11.20740623,Yes,average,32.5
Cucumber,Spring,5,17.07760331,No,fresh,30
Pointed grourd,Spring,4,21.22513281,No,average,35
Brinjal,Winter,9,15.47804194,No,fresh,40
Garlic,Spring,8,12.18697818,Yes,scrap,104
Radish,Monsoon,11,16.75274994,Yes,scrap,49.4
